,DataType,#Nulls,#Uniques,Min,Mean,Max,Std,top10 val,top10 cnt,top10 raito
var_74,float64,0,89343,-37.347,19.445254125499766,84.6841,14.078788855116807,"[16.5129, 23.785, 13.9796, 28.7241, 19.9827, 39.0268, 1.0779, 42.6087, 11.7352, 21.2721]","[13, 13, 13, 12, 12, 12, 12, 12, 12, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_75,float64,0,79183,-0.7988,16.876525282499706,37.9478,6.085044166432932,"[15.3218, 23.9215, 11.8372, 18.7385, 20.4075, 19.5425, 10.714, 19.3054, 9.8132, 12.2123]","[17, 15, 14, 14, 14, 14, 13, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_76,float64,0,82703,-21.3824,6.071364954000008,34.3491,7.966017730704531,"[10.2145, 10.6281, -1.2142, 10.7331, 0.8214, 3.4378, 15.9293, 1.9754, 10.6735, 3.7236]","[17, 15, 14, 14, 14, 13, 13, 13, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_77,float64,0,71025,7.9904,19.071853438000392,30.9678,3.819166255474617,"[15.6696, 21.0325, 16.4283, 17.9376, 15.5825, 17.4674, 16.1049, 16.2445, 21.3612, 17.5266]","[17, 16, 16, 16, 16, 15, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_78,float64,0,54942,-0.762,5.348848409500074,11.5712,1.996810635772873,"[6.7559, 5.8977, 5.7636, 6.8356, 7.4932, 7.2809, 7.2488, 6.5273, 7.1907, 6.4304]","[22, 22, 20, 20, 19, 19, 19, 19, 19, 19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_79,float64,0,44041,10.5517,14.407223958000193,18.1278,1.3078982139311885,"[15.0354, 14.7094, 14.2687, 15.0268, 14.2762, 14.4906, 13.9239, 13.2958, 15.2248, 14.2941]","[26, 25, 25, 25, 24, 24, 23, 23, 22, 22]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_80,float64,0,81543,-16.7045,5.815081378500091,28.1807,7.4275200971269655,"[2.0407, 7.4552, 5.8879, 1.5611, 5.8053, -1.1412, 7.0186, 3.3253, 7.1531, 2.2242]","[18, 17, 17, 16, 16, 15, 15, 14, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_81,float64,0,58200,8.2047,14.729931027000264,23.4373,2.2950519724501075,"[16.0946, 15.4441, 14.1622, 15.6266, 15.8521, 15.9485, 13.9933, 16.0125, 17.076, 16.5682]","[21, 21, 21, 21, 20, 20, 19, 19, 19, 19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_82,float64,0,84426,-30.3146,-3.4261988549999667,21.2949,8.426273398914184,"[-9.846, 0.5732, -8.2969, -10.5238, -2.0538, -2.2643, 2.5692, -7.9705, 3.9330000000000003, -5.1968]","[16, 15, 14, 13, 13, 13, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_83,float64,0,84275,-24.7091,1.021512224000005,25.7758,8.250586887965152,"[11.1834, 3.1012, -4.2836, 3.3724, -1.8875, 2.1822, -1.0041, 12.2278, -8.057, -1.8268]","[15, 14, 13, 13, 13, 13, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_84,float64,0,80933,-24.5639,-2.5652808455000238,17.403,6.228792996092512,"[-7.3994, -2.4257, 3.062, -1.0927, -2.6728, -1.4484, -2.1428, -1.9513, -2.5879, -4.9051]","[18, 17, 17, 15, 15, 15, 15, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_85,float64,0,71490,7.1647,18.386719877500244,30.8901,3.911504315930138,"[15.8822, 17.8143, 15.1626, 17.1099, 18.0513, 19.0303, 17.4129, 16.5393, 15.0676, 19.6848]","[17, 17, 17, 16, 16, 16, 16, 16, 16, 16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_86,float64,0,82894,-17.9676,5.637934725000037,33.8445,7.762715950881777,"[9.4543, 6.8985, 3.9544, 8.2312, 13.142999999999999, 10.942, 0.0893, 8.3728, 5.8713, 9.0996]","[15, 13, 13, 13, 13, 13, 13, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_87,float64,0,77815,-7.3649,11.379620979500006,32.7761,5.641466013996529,"[11.2889, 11.4845, 6.1781, 9.7776, 14.6339, 11.0156, 11.5519, 7.3355, 12.9724, 10.7414]","[17, 17, 15, 15, 15, 15, 14, 14, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_88,float64,0,61261,2.0112,8.738048595999974,17.2686,2.497482279822069,"[10.5607, 9.1699, 8.5305, 6.2657, 6.757999999999999, 6.723, 6.4136, 9.7739, 8.8585, 6.9416]","[19, 19, 19, 18, 18, 18, 18, 17, 17, 17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_89,float64,0,69297,-8.1693,3.7287907769999826,16.0321,3.55804094193383,"[6.6205, 2.6341, 1.7435, 7.7892, 0.5486, 3.3604, 4.7637, 0.9586, 4.7377, 4.3222]","[19, 17, 17, 16, 16, 15, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_90,float64,0,88329,-57.3853,-16.334975914499694,22.3375,13.174833135803745,"[-16.1253, 0.4782, -30.7033, -9.5808, -12.4217, -1.0319, -37.0202, -9.712, -7.6506, -20.5906]","[14, 13, 12, 12, 12, 12, 12, 12, 12, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_91,float64,0,7569,6.5388,6.98821443849996,7.5014,0.15323944717604646,"[6.9939, 7.0521, 6.9723, 6.9879999999999995, 6.9956, 7.0205, 6.9115, 6.9715, 7.1058, 7.059]","[86, 83, 80, 80, 80, 79, 78, 77, 75, 74]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_92,float64,0,72603,-0.0742,12.735526501999892,28.4435,4.199006667771428,"[12.0901, 14.8132, 15.3876, 12.0932, 12.4785, 14.6172, 17.3665, 15.5347, 14.5277, 8.5091]","[19, 17, 17, 16, 16, 16, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_93,float64,0,23637,8.6136,10.556920980000227,12.460999999999999,0.5422809571943513,"[10.6187, 10.2792, 10.5332, 10.6617, 10.7312, 10.8068, 10.685, 10.5452, 10.5289, 10.6011]","[45, 43, 42, 42, 39, 39, 38, 38, 37, 37]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_94,float64,0,63414,2.8171,10.989159386000084,18.975,2.7656643668459155,"[12.9265, 9.9767, 10.3012, 12.8886, 11.4231, 12.6795, 12.7212, 15.0333, 13.4482, 10.3923]","[20, 20, 19, 18, 18, 18, 17, 17, 17, 17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_95,float64,0,26068,-2.3137,-0.08877193900000009,1.9262,0.6171357762210072,"[-0.19399999999999998, 0.0773, 0.0074, 0.1849, -0.0248, 0.184, -0.4639, -0.3216, 0.0252, -0.0815]","[37, 36, 36, 35, 35, 35, 34, 34, 34, 34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_96,float64,0,85505,-10.6579,14.425378450000068,42.4257,8.552784739239494,"[8.5081, 18.8981, 8.6468, 10.4441, 20.5136, 1.5362, 19.1907, 22.6873, 15.5758, 7.3605]","[15, 15, 14, 13, 13, 13, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_97,float64,0,88491,-24.5027,18.603350450499804,57.6462,12.67444086379464,"[9.7624, 25.4159, 15.4684, 12.3577, 19.0754, 21.2111, 27.1548, 11.8271, 32.0814, 33.1887]","[16, 14, 13, 12, 12, 12, 12, 12, 12, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_98,float64,0,29142,-0.5965,1.7516930625000056,4.5728,0.7137953859814512,"[1.0225, 1.7889, 1.71, 2.1337, 1.2753, 1.7165, 1.9841, 1.3989, 1.6487, 1.6252]","[37, 33, 32, 32, 31, 31, 31, 31, 31, 31]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_99,float64,0,53278,-7.364,-0.7456733899999879,5.0144,1.8687725299235476,"[-0.2425, -0.9767, 0.3015, 0.0446, -0.9833, 0.6004, 0.17300000000000001, -0.0016, 0.9253, -0.316]","[26, 25, 21, 21, 21, 21, 21, 20, 20, 20]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_100,float64,0,86300,-40.949,-6.674012936500128,24.0732,9.181642061490065,"[-16.4863, 1.5434, -3.9839, -7.4187, -3.2224, -13.7657, -2.1465, -6.5098, -4.4564, -7.7469]","[15, 14, 14, 13, 12, 12, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_101,float64,0,76802,-0.6448,13.389322051500082,29.1565,4.953360062565322,"[12.0391, 11.5062, 17.1807, 10.8982, 14.5827, 15.0507, 17.0444, 14.0647, 12.6126, 15.9346]","[17, 17, 16, 16, 15, 15, 15, 15, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_102,float64,0,84953,-7.9256,22.334372398499916,51.9845,8.63079093042289,"[18.272000000000002, 14.7047, 17.387, 20.5872, 28.0256, 22.2978, 27.0568, 26.8567, 22.3622, 19.0809]","[14, 13, 13, 13, 13, 12, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_103,float64,0,8828,0.9675,1.5687066324999606,2.2397,0.18529531635751773,"[1.4659, 1.6323, 1.5123, 1.4583, 1.499, 1.5367, 1.4983, 1.6249, 1.5694, 1.6248]","[78, 70, 68, 67, 65, 64, 64, 64, 64, 63]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_104,float64,0,55066,3.8526,11.5231253179999,19.4736,1.9741723289673372,"[12.0275, 11.6572, 12.7091, 12.4381, 10.672, 10.8384, 11.3674, 11.5749, 13.786, 10.6355]","[22, 21, 21, 21, 21, 20, 20, 20, 19, 19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_105,float64,0,33485,1.2008,4.244310817999908,7.2568,0.8577196184961606,"[3.3719, 4.3098, 4.1145, 4.7412, 4.6196, 3.8722, 4.3411, 3.745, 4.3628, 4.8272]","[32, 31, 31, 30, 30, 30, 29, 29, 28, 28]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_106,float64,0,54037,1.0648,8.621051402499962,15.2743,1.8906606563013684,"[9.7866, 8.2354, 9.7731, 9.1412, 8.1932, 8.2466, 8.2314, 9.3156, 9.3638, 7.3453]","[22, 22, 21, 20, 19, 19, 19, 19, 19, 19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_107,float64,0,82101,-6.5422,17.824276724500113,46.5666,7.598867214345106,"[13.7155, 15.231, 24.2948, 15.3004, 19.0206, 10.0072, 18.7196, 14.8774, 19.2454, 9.5162]","[18, 15, 14, 14, 13, 13, 13, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_108,float64,0,8188,13.7379,14.225107015499837,14.743,0.17143898984440945,"[14.1999, 14.1998, 14.2001, 14.1997, 14.2, 14.2003, 14.2002, 14.1995, 14.2005, 14.2004]","[302, 291, 290, 271, 257, 245, 242, 237, 235, 230]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_109,float64,0,73053,5.0782,18.455456877499934,32.1734,4.368647238655043,"[17.4315, 14.9065, 21.1929, 22.916999999999998, 21.7212, 17.9302, 14.6651, 13.8548, 17.0706, 19.1268]","[21, 20, 19, 17, 17, 16, 16, 16, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_110,float64,0,70177,-9.3964,5.497815812999941,18.0933,3.8346874067770744,"[3.3815, 8.2518, 1.7639, 2.2608, 6.7275, 3.2331, 5.9429, 7.1235, 5.8881, 5.5752]","[19, 17, 17, 17, 17, 16, 16, 16, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_111,float64,0,38860,2.8255,6.3136908619999765,9.7282,1.080270964600345,"[6.9529, 6.4843, 6.8365, 6.1179, 7.1646, 7.3086, 6.7974, 5.242000000000001, 6.4731, 6.8005]","[29, 28, 28, 27, 26, 26, 26, 25, 25, 24]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_112,float64,0,48537,-2.3796,3.3117930895000462,7.9254,1.5927578934632756,"[3.4406, 3.0781, 3.1194, 4.7923, 3.4831, 3.5159, 4.9153, 4.7224, 4.349, 4.6426]","[25, 23, 22, 22, 22, 22, 21, 21, 21, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_113,float64,0,74676,-4.9283,8.145249961499966,21.9748,4.472499710870772,"[5.0017, 9.6924, 8.6532, 7.2792, 4.5245, 2.7614, 7.9385, 6.0038, 4.7596, 9.3103]","[21, 18, 16, 16, 16, 16, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_114,float64,0,36606,0.0772,3.0861618569999734,6.265,0.9837761069769231,"[2.9413, 3.3032, 2.9865, 3.0281, 3.9262, 3.1762, 2.9844, 4.5052, 2.5117, 2.8714]","[29, 27, 26, 26, 25, 25, 25, 25, 25, 25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_115,float64,0,61894,-6.875,2.1997268669999688,11.3617,2.622970895257805,"[1.8932, 1.9325, 4.4575, 0.48, 1.2689, 2.7947, 3.1122, 2.3285, 4.9635, 1.0927]","[21, 21, 21, 20, 20, 19, 18, 18, 18, 18]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_116,float64,0,50209,-2.8912,2.392058321999989,7.4392,1.6527545626787337,"[2.4437, 3.2163, 2.9119, 2.8018, 2.8533, 2.6495, 3.8443, 2.1917, 3.4735, 2.3784]","[24, 22, 21, 21, 21, 21, 21, 21, 20, 20]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_117,float64,0,90342,-37.6073,16.039924605499944,63.7545,13.256812991640404,"[15.1292, 3.7532, 22.8638, -3.2910000000000004, 23.7078, 20.7632, 27.6597, 18.2273, 19.2076, 16.4547]","[15, 15, 12, 12, 11, 11, 11, 11, 11, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_118,float64,0,84091,-38.2957,-5.310524252500096,24.6489,8.767417049412845,"[-11.1899, -2.6901, -4.3516, -7.1611, -4.4552, -6.3118, -10.7547, -4.2464, -7.8316, 4.0056]","[17, 16, 16, 15, 15, 14, 13, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_119,float64,0,72992,-9.3155,3.0605411975000276,15.0084,4.175210906308012,"[6.5724, 7.0457, 5.0233, 1.5072, 8.6371, 5.1418, 5.771, 5.2013, 6.9235, 2.1652]","[22, 15, 15, 15, 15, 15, 15, 14, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_120,float64,0,88478,-19.5415,24.53609897149954,68.4661,12.105735413628913,"[21.9735, 37.0676, 32.1777, 34.1329, 29.1985, 22.555, 15.7257, 27.7581, 38.2884, 20.6126]","[14, 14, 13, 13, 13, 12, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_121,float64,0,50805,6.436,11.31273497050012,17.0718,1.708636455450993,"[10.1664, 12.0729, 10.7698, 11.639000000000001, 11.3658, 9.5845, 11.4293, 9.9068, 10.009, 11.1991]","[23, 22, 22, 21, 21, 21, 20, 20, 20, 20]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_122,float64,0,76235,-14.0972,1.1917482575000098,17.3206,5.1454159296615805,"[1.4779, -2.2849, -2.0104, -0.1625, -1.4008, 2.0004, 2.4039, 6.5596, 7.4204, -1.9409]","[18, 16, 15, 15, 15, 14, 14, 14, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_123,float64,0,79307,-11.7957,7.023936040999852,27.6828,6.140683069555511,"[3.6722, 8.6837, 4.8735, 6.6442, 9.755, 9.5362, 4.2861, 12.1138, 5.0089999999999995, 15.1166]","[20, 16, 16, 15, 15, 14, 14, 14, 14, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_124,float64,0,63864,-6.3528,4.279579078500015,14.1983,2.7287107056407525,"[5.7666, 3.3674, 4.3147, 3.0762, 1.3575, 3.0291, 5.5798, 5.3336, 4.4467, 8.4919]","[22, 20, 18, 18, 17, 17, 17, 17, 17, 17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_125,float64,0,14744,11.5255,12.488117265999646,13.6004,0.3177151645041756,"[12.2189, 12.5971, 12.6921, 12.2611, 12.4993, 12.5469, 12.5748, 12.5781, 12.3085, 12.6353]","[53, 51, 47, 46, 46, 46, 45, 45, 45, 45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_126,float64,0,29224,11.2742,13.205603369500572,15.4666,0.7790322842257078,"[11.5357, 11.5353, 11.5355, 11.5356, 11.5358, 11.5352, 11.5354, 11.535, 11.536, 11.5351]","[307, 305, 290, 278, 260, 215, 215, 186, 181, 180]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_127,float64,0,66401,-8.6573,0.8471748654999999,10.1615,3.150283669129295,"[2.1063, 4.0126, 3.2176, 1.4514, -1.3397, 5.379, -0.1741, 3.2973, 1.8831, 1.993]","[22, 19, 18, 17, 17, 17, 16, 16, 16, 16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_128,float64,0,67606,-11.5141,-1.1326167654999943,8.9302,3.2433737708817527,"[-2.313, -3.863, -2.3613, -2.1861, -2.8444, -5.3926, -3.2879, -2.6798, -0.31, -0.0529]","[19, 19, 18, 18, 18, 17, 17, 16, 16, 16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_129,float64,0,73434,2.4174,15.435012127000284,30.7781,4.146346920321717,"[11.2065, 14.7818, 15.2179, 17.3943, 20.8615, 15.1439, 13.5799, 18.3627, 13.1317, 11.7161]","[17, 16, 15, 15, 15, 15, 15, 15, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_130,float64,0,32095,9.7546,12.256858181499952,14.8459,0.83293270052405,"[12.8392, 12.7674, 11.6564, 11.8657, 12.4917, 12.5298, 12.8328, 12.5916, 11.7866, 12.5491]","[34, 28, 28, 28, 27, 27, 27, 27, 27, 26]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_131,float64,0,19765,-0.9103,0.5474032889999946,2.0199,0.4567360870162752,"[0.3265, 0.9472, 0.5105, 0.662, 0.5143, 0.233, 0.8625, 0.6651, 0.3561, 0.2035]","[50, 47, 42, 41, 40, 40, 39, 39, 39, 39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_132,float64,0,46669,3.0145,7.801596688000048,12.5549,1.4546099208337984,"[9.1007, 6.8644, 8.6566, 8.9373, 6.8245, 6.4029, 7.2856, 9.3754, 7.3424, 7.2254]","[25, 24, 23, 23, 23, 23, 23, 23, 23, 22]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_133,float64,0,17411,5.4915,6.8149016989998925,8.1887,0.3752457562123813,"[6.6873, 6.9463, 6.8903, 6.6379, 6.9916, 6.8688, 7.0154, 6.5836, 6.7501, 6.8834]","[50, 49, 48, 47, 47, 46, 46, 46, 45, 45]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_134,float64,0,80100,-25.002,-4.80608607699989,11.6949,6.170636282191257,"[-1.6016, -7.854, -4.7156, -2.278, -10.677999999999999, -5.6653, -7.7352, -4.9725, -0.073, -2.2001]","[16, 15, 15, 15, 15, 14, 14, 14, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_135,float64,0,83073,-28.48,-4.309017192000024,19.7257,7.616104150855133,"[4.6944, 0.2047, -7.3378, -3.2373, -3.9824, 2.7128, -9.7256, -7.1578, 7.2897, -3.0534]","[17, 15, 15, 15, 15, 14, 14, 14, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_136,float64,0,88160,-9.7535,23.0191248499998,54.0145,10.373414267869656,"[18.4871, 9.7635, 17.2538, 18.8119, 20.7021, 18.3683, 24.136999999999997, 15.7582, 15.3897, 15.1967]","[13, 13, 13, 12, 12, 12, 12, 11, 11, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_137,float64,0,84520,-9.6341,17.647445598500386,44.2966,8.889634870484757,"[23.5922, 25.1479, 25.1181, 13.6619, 22.1814, 22.1441, 28.1601, 22.88, 7.5755, 11.8939]","[15, 14, 13, 13, 13, 13, 13, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_138,float64,0,75048,-16.6974,1.2432903724999942,18.8187,4.564611011997299,"[0.6413, 0.1796, 5.761, -0.8109999999999999, 2.0554, 4.0774, -1.4248, 1.0922, 4.4537, -0.3068]","[19, 17, 16, 15, 15, 14, 14, 14, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_139,float64,0,81961,-21.2743,7.765887636500112,37.7304,7.6839513750687285,"[3.1637, 16.0644, 6.3051, 9.968, 2.0838, -0.7696, 0.9664, 5.9613, 3.1488, 14.7645]","[16, 14, 14, 14, 14, 13, 13, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_140,float64,0,76537,-15.4595,3.411716262000094,19.8887,4.907184574119865,"[3.1636, 4.648, 3.9074, 7.665, 2.3878, 0.5564, 3.6293, -1.4095, 4.9355, 7.1368]","[18, 17, 17, 16, 16, 16, 16, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_141,float64,0,81076,-16.2135,2.8732788470000123,22.2936,6.732619688596597,"[-2.2916, 7.6943, 1.9855, 9.1299, 12.7669, -1.6523, 7.1428, -4.8432, 0.2219, -8.4116]","[16, 16, 15, 15, 15, 14, 14, 14, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_142,float64,0,79095,-7.3106,11.971068055999833,32.9773,5.685168654475029,"[13.4409, 7.3226, 17.1199, 9.4369, 9.9527, 8.2056, 15.1195, 7.3505, 9.6743, 6.4321]","[17, 15, 14, 14, 14, 14, 13, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_143,float64,0,65590,3.2539999999999996,12.335212781000033,22.5616,2.9410284020057835,"[13.6478, 10.2198, 13.6992, 10.7694, 11.7826, 12.7669, 12.8237, 10.8904, 13.4808, 11.1834]","[22, 19, 17, 17, 17, 17, 16, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_144,float64,0,35056,5.6377,8.644855878000028,11.6296,0.9239513754024494,"[8.4326, 9.2105, 8.9815, 8.9656, 8.7032, 8.2272, 8.8628, 8.7355, 7.997999999999999, 8.4367]","[31, 31, 30, 29, 28, 28, 27, 27, 27, 27]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_145,float64,0,71625,-8.2071,4.860353017999902,16.4326,3.897156976649799,"[6.017, 8.7222, 1.0984, 3.2633, 3.4699, 7.5981, 6.0211, 1.1858, 1.4804, 6.9307]","[22, 18, 17, 17, 16, 16, 16, 16, 16, 16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_146,float64,0,60676,1.0561,10.362214203499935,19.9084,2.514620792428896,"[9.6308, 11.4208, 10.0543, 9.5258, 9.5108, 10.4728, 10.6457, 9.5026, 11.0168, 11.429]","[23, 20, 20, 20, 20, 19, 19, 19, 19, 19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_147,float64,0,82134,-29.7883,-3.238206020000004,22.0118,7.444974743544515,"[-1.6796, -3.1786, -1.2328, -2.7326, 4.6, -1.8361, -9.0127, -3.4596, -6.1592, -1.047]","[15, 15, 14, 13, 13, 13, 13, 13, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_148,float64,0,9964,3.324,3.9911925699999697,4.8228,0.1985587643301358,"[4.0004, 3.983, 3.9252, 3.8781, 4.0061, 3.8922, 4.0552, 3.9567, 4.0663, 3.9694]","[74, 70, 70, 67, 66, 64, 64, 64, 64, 63]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
